system_name...1,district,school_name,fac_schtype,system_name...5,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,harsh
Gwinnett County,Gwinnett County,Duluth Middle School,M,Gwinnett County,1472,70.72,25,47,12,0,10.6,192
Gwinnett County,Gwinnett County,Alcova Elementary School,E,Gwinnett County,1407,61.27,52,25,14,0,20.4,34
Gwinnett County,Gwinnett County,Bay Creek Middle School,M,Gwinnett County,1157,46.15,55,15,19,0,1.6,70
Gwinnett County,Gwinnett County,Grace Snell Middle School,M,Gwinnett County,1241,69.94,71,16,7,0,2.7,221
Gwinnett County,Gwinnett County,Ferguson Elementary School,E,Gwinnett County,828,85.99,33,55,4,0,37.6,62
Gwinnett County,Gwinnett County,Roberts Elementary School,E,Gwinnett County,797,16.56,12,10,35,0,14.2,2
Gwinnett County,Gwinnett County,Jenkins Elementary School,E,Gwinnett County,843,84.1,52,35,9,0,29.9,75
Gwinnett County,Gwinnett County,Anderson-Livsey Elementary School,E,Gwinnett County,740,75,66,22,6,0,15.1,112
Gwinnett County,Gwinnett County,Burnette Elementary School,E,Gwinnett County,640,30.94,27,13,29,0,13.8,45
Gwinnett County,Gwinnett County,Lanier High School,H,Gwinnett County,1868,34.64,19,26,43,0,1.9,128
Gwinnett County,Gwinnett County,"Gwinnett School of Mathematics, Science and Technology",H,Gwinnett County,1098,6.96,22,10,18,0,0,8
Gwinnett County,Gwinnett County,New Life Academy of Excellence,E,Gwinnett County,571,38.88,67,19,6,0,14.7,67
Gwinnett County,Gwinnett County,Berkmar High School,H,Gwinnett County,2912,77.09,24,63,3,0,10.6,369
Gwinnett County,Gwinnett County,Dyer Elementary School,E,Gwinnett County,852,42.49,32,22,33,0,9.9,52
Gwinnett County,Gwinnett County,Lilburn Middle School,M,Gwinnett County,1764,90.19,15,74,3,0,21.5,235
Gwinnett County,Gwinnett County,Rockbridge Elementary School,E,Gwinnett County,2057,91.74,13,79,2,0,59.5,18
Gwinnett County,Gwinnett County,Alford Elementary,E,Gwinnett County,920,78.37,25,53,10,0,36.3,33
Gwinnett County,Gwinnett County,Starling Elementary School,E,Gwinnett County,1078,42.67,48,16,23,0,11,19
Gwinnett County,Gwinnett County,Moore Middle School,M,Gwinnett County,961,79.29,38,41,12,0,7.5,277
Gwinnett County,Gwinnett County,Gwinnett Intervention Education Center (GIVE) West,H,Gwinnett County,253,75.1,40,51,4,0,7.5,370
Gwinnett County,Gwinnett County,Northbrook Middle School,M,Gwinnett County,999,57.86,29,36,14,0,5.6,111
Gwinnett County,Gwinnett County,Duncan Creek Elementary,E,Gwinnett County,1338,24.29,17,12,58,0,5.2,8
Gwinnett County,Gwinnett County,Couch Middle School,M,Gwinnett County,1058,38.94,45,16,26,0,1.9,52
Gwinnett County,Gwinnett County,Gwinnett Online Campus,H,Gwinnett County,478,10.67,25,18,46,0,0,0
Gwinnett County,Gwinnett County,North Metro Academy of Performing Arts,E,Gwinnett County,345,62.9,79,15,3,0,5.5,6
Gwinnett County,Gwinnett County,Winn Holt Elementary School,E,Gwinnett County,1137,79.77,30,42,17,0,27,57
Gwinnett County,Gwinnett County,White Oak Elementary School,E,Gwinnett County,1387,19.37,13,15,58,0,6,3
Gwinnett County,Gwinnett County,Level Creek Elementary School,E,Gwinnett County,1021,6.76,9,5,53,0,6.5,4
Gwinnett County,Gwinnett County,Mountain View High School,H,Gwinnett County,2660,32.93,27,23,35,0,2.2,285
Gwinnett County,Gwinnett County,Radloff Middle School,M,Gwinnett County,1394,88.16,22,69,2,0,14.7,203
Gwinnett County,Gwinnett County,North Gwinnett Middle School,M,Gwinnett County,2225,10.88,11,8,47,0,2.3,54
Gwinnett County,Gwinnett County,Chesney Elementary School,E,Gwinnett County,1174,78.79,30,51,5,0,41.5,66
Gwinnett County,Gwinnett County,Twin Rivers Middle School,M,Gwinnett County,2103,38.61,28,22,34,0,2.4,116
Gwinnett County,Gwinnett County,Archer High School,H,Gwinnett County,2743,36.53,45,14,34,0,1.4,185
Gwinnett County,Gwinnett County,Woodward Mill Elementary School,E,Gwinnett County,1004,45.42,21,29,34,0,16.1,50
Gwinnett County,Gwinnett County,Baggett Elementary School,E,Gwinnett County,1077,81.06,35,49,6,0,44.5,33
Gwinnett County,Gwinnett County,Graves Elementary School,E,Gwinnett County,1232,89.53,19,73,3,0,60.8,29
Gwinnett County,Gwinnett County,Jordan Middle School,M,Gwinnett County,929,86.54,46,37,10,0,7,161
Gwinnett County,Gwinnett County,Discovery High School,H,Gwinnett County,2749,72.21,36,45,6,0,6.4,568
Gwinnett County,Gwinnett County,Coleman Middle School,M,Gwinnett County,859,42.03,37,22,19,0,4.4,137
Gwinnett County,Gwinnett County,Baldwin Elementary,E,Gwinnett County,1050,88.95,12,78,3,0,59.1,16
Gwinnett County,Gwinnett County,International Transition Center,H,Gwinnett County,181,80.66,1,97,1,0,100,128
Gwinnett County,Gwinnett County,Paul Duke STEM High School,H,Gwinnett County,614,68.4,25,50,14,0,4.9,103
Gwinnett County,Gwinnett County,Bethesda Elementary School,E,Gwinnett County,1201,82.68,22,62,5,0,46.6,23
Gwinnett County,Gwinnett County,Grayson Elementary School,E,Gwinnett County,882,37.53,43,12,34,0,9.9,24
Gwinnett County,Gwinnett County,Harmony Elementary School,E,Gwinnett County,1762,29.27,17,17,52,0,15.1,16
Gwinnett County,Gwinnett County,Mountain Park Elementary School,E,Gwinnett County,1421,48.8,27,17,32,0,17,15
Gwinnett County,Gwinnett County,Snellville Middle School,M,Gwinnett County,940,70.64,72,16,6,0,2.3,187
Gwinnett County,Gwinnett County,South Gwinnett High School,H,Gwinnett County,2568,64.91,74,15,5,0,2.7,496
Gwinnett County,Gwinnett County,Britt Elementary School,E,Gwinnett County,631,70.05,62,18,13,0,12.8,31
Gwinnett County,Gwinnett County,Harris Elementary School,E,Gwinnett County,811,64.12,23,38,16,0,32.3,30
Gwinnett County,Gwinnett County,Camp Creek Elementary School,E,Gwinnett County,1290,29.3,22,14,40,0,11.6,20
Gwinnett County,Gwinnett County,Central Gwinnett High School,H,Gwinnett County,2123,75.6,45,36,9,0,6.4,367
Gwinnett County,Gwinnett County,Dacula High School,H,Gwinnett County,2224,44.33,42,22,28,0,2.2,418
Gwinnett County,Gwinnett County,Norcross Elementary School,E,Gwinnett County,863,87.49,18,71,3,0,50.8,58
Gwinnett County,Gwinnett County,Summerour Middle School,M,Gwinnett County,1716,87.59,19,70,3,0,13.1,413
Gwinnett County,Gwinnett County,North Gwinnett High School,H,Gwinnett County,3209,10.16,11,9,51,0,1.4,246
Gwinnett County,Gwinnett County,Lawrenceville Elementary School,E,Gwinnett County,643,87.56,47,38,8,0,24.9,17
Gwinnett County,Gwinnett County,Peachtree Elementary School,E,Gwinnett County,957,73.98,40,42,11,0,26.9,49
Gwinnett County,Gwinnett County,Suwanee Elementary School,E,Gwinnett County,650,15.23,12,10,41,0,11.1,1
Gwinnett County,Gwinnett County,Duluth High School,H,Gwinnett County,2755,53.36,29,38,15,0,7.3,360
Gwinnett County,Gwinnett County,Lilburn Elementary School,E,Gwinnett County,1403,86.96,12,68,5,0,59.1,34
Habersham County,Habersham County,Cornelia Elementary School,E,Habersham County,495,87.27,6,61,25,4,51.5,4
Habersham County,Habersham County,Level Grove Elementary School,E,Habersham County,499,63.73,2,32,62,1,24.8,11
Habersham County,Habersham County,Habersham Ninth Grade Academy,H,Habersham County,458,58.25,45,12,36,0,3.6,45
Habersham County,Habersham County,Hilliard A. Wilbanks Middle School,M,Habersham County,317,69.51,67,2,21,0,0.3,26
Habersham County,Habersham County,Habersham Success Academy,H,Habersham County,74,67.57,1,41,55,1,16.2,16
Habersham County,Habersham County,Clarkesville Elementary School,E,Habersham County,377,55.17,2,8,83,0,6.9,5
Habersham County,Habersham County,North Habersham Middle School,M,Habersham County,568,49.12,2,13,83,0,1.8,19
Habersham County,Habersham County,Demorest Elementary School,E,Habersham County,477,62.68,1,24,67,2,14.9,11
Habersham County,Habersham County,South Habersham Middle School,M,Habersham County,461,71.37,1,47,47,1,11.7,6
Habersham County,Habersham County,Baldwin Elementary School,E,Habersham County,357,85.99,4,65,24,2,50.7,2
Habersham County,Habersham County,Habersham Central High School,H,Habersham County,1398,49,3,31,61,1,5.4,24
Habersham County,Habersham County,Woodville Elementary School,E,Habersham County,205,52.68,1,9,86,1,2.9,2
Habersham County,Habersham County,Fairview Elementary School,E,Habersham County,976,48.41,0,9,87,0,3.4,15
Habersham County,Habersham County,Hazel Grove Elementary School,E,Habersham County,315,51.75,1,18,76,0,13.7,0
Hall County,Hall County,C. W. Davis Middle School,M,Hall County,821,42.02,7,28,58,0,3.7,132
Hall County,Hall County,Martin Elementary School,E,Hall County,688,53.63,7,35,51,0,20.8,11
Hall County,Hall County,Chestatee High School,H,Hall County,1323,47.09,2,48,47,2,7.5,72
Hall County,Hall County,Sugar Hill Elementary,E,Hall County,643,79.94,3,79,14,2,63.6,14
Hall County,Hall County,Lanier College and Career Academy,H,Hall County,566,65.4,70,18,6,0,11.4,69
Hall County,Hall County,Chicopee Elementary School,E,Hall County,698,85.99,4,85,9,3,66.6,40
Hall County,Hall County,World Language Academy,E,Hall County,599,42.24,3,60,34,1,30.6,7
Hall County,Hall County,Myers Elementary School,E,Hall County,607,87.64,6,76,15,5,58.2,7
Hall County,Hall County,West Hall High School,H,Hall County,1104,52.36,7,48,41,0,8.9,61
Hall County,Hall County,Spout Springs Elementary School,E,Hall County,761,18.79,3,13,79,0,6.8,15
Hall County,Hall County,Mount Vernon Elementary School,E,Hall County,613,27.57,0,7,89,0,2.1,9
Hall County,Hall County,Friendship Elementary School,E,Hall County,630,53.17,7,22,66,0,13.5,76
Hall County,Hall County,Chestatee Middle School,M,Hall County,959,56.83,2,49,46,1,11.4,135
Hall County,Hall County,Flowery Branch High,H,Hall County,1333,27.08,7,22,65,0,1.9,52
Hall County,Hall County,Wauka Mountain Elementary School,E,Hall County,592,31.08,1,4,94,1,0.8,9
Hall County,Hall County,East Hall Middle School,M,Hall County,1040,71.25,8,55,33,1,13.5,177
Hall County,Hall County,West Hall Middle School,M,Hall County,853,63.31,5,55,36,1,16.1,76
Hall County,Hall County,North Hall Middle School,M,Hall County,867,35.41,0,15,83,2,3.6,35
Hall County,Hall County,Cherokee Bluff Middle,M,Hall County,672,31.1,5,24,66,0,4,22
Hall County,Hall County,Cherokee Bluff High School,H,Hall County,704,26.99,8,24,64,0,2.7,15
Hall County,Hall County,Alternative Learning Center,H,Hall County,51,70.88,8,57,31,0,25.5,111
Hall County,Hall County,World Language Academy Middle School,M,Hall County,237,37.55,4,55,39,0,8.4,3
Hall County,Hall County,White Sulphur Elementary School,E,Hall County,448,88.84,15,48,35,2,32.4,26
Hall County,Hall County,East Hall High School,H,Hall County,1245,66.18,9,55,32,1,10.1,139
Hall County,Hall County,North Hall High School,H,Hall County,1122,26.56,1,14,84,1,1.7,92
Hall County,Hall County,Flowery Branch Elementary School,E,Hall County,564,43.62,10,24,62,0,14.4,41
Hall County,Hall County,Oakwood Elementary School,E,Hall County,468,72.22,8,46,39,1,28.6,31
Hall County,Hall County,Lanier Elementary School,E,Hall County,462,52.6,1,28,66,1,14.1,15
Hall County,Hall County,Riverbend Elementary School,E,Hall County,407,65.11,2,41,55,4,24.1,5
Hall County,Hall County,Chestnut Mountain Elementary School,E,Hall County,725,32.14,4,19,71,0,9,7
Hall County,Hall County,Lula Elementary School,E,Hall County,414,57.97,3,14,79,0,7.2,12
Hall County,Hall County,Sardis Elementary School,E,Hall County,592,51.69,3,27,68,0,10.8,24
Hall County,Hall County,South Hall Middle School,M,Hall County,1085,72.26,4,65,26,3,20.7,112
Hall County,Hall County,Johnson High School,H,Hall County,2212,68.45,5,70,22,1,14.9,80
Hall County,Hall County,Lyman Hall Elementary School,E,Hall County,1339,85.99,0,97,3,3,80.8,11
Hall County,Hall County,McEver Elementary School,E,Hall County,484,84.71,1,79,17,2,57.9,14
Hall County,Hall County,Tadmore Elementary School,E,Hall County,509,91.94,2,83,13,2,54.4,10
Hancock County,Hancock County,Hancock Central Middle School,M,Hancock County,213,89.6,97,0,2,0,0,69
Hancock County,Hancock County,Lewis Elementary School,E,Hancock County,858,88.84,94,1,3,0,0,28
Hancock County,Hancock County,Hancock Central High School,H,Hancock County,235,94.39,97,0,2,0,0,57
Haralson County,Haralson County,Tallapoosa Primary School,E,Haralson County,349,70.77,3,2,92,0,0.3,1
Haralson County,Haralson County,Buchanan Elementary School,E,Haralson County,364,70.88,2,2,89,0,0.3,16
Haralson County,Haralson County,Haralson County Middle School,M,Haralson County,785,70.96,3,3,89,0,0.3,54
Haralson County,Haralson County,Haralson County Rebel Academy,H,Haralson County,21,71.43,10,5,76,0,0,7
Haralson County,Haralson County,Buchanan Primary School,E,Haralson County,341,70.97,1,2,92,0,0.3,3
Haralson County,Haralson County,Haralson County High School,H,Haralson County,912,70.94,2,3,91,0,0.4,25
Haralson County,Haralson County,West Haralson Elementary School,E,Haralson County,400,71,2,4,91,0,0.8,4
Harris County,Harris County,Creekside School,M,Harris County,835,35.81,15,5,74,0,0.6,69
Harris County,Harris County,Park Elementary School,E,Harris County,449,58.57,31,5,58,0,0.9,14
Harris County,Harris County,Pine Ridge Elementary School,E,Harris County,1025,26.99,12,4,80,0,0.6,3
Harris County,Harris County,Mulberry Creek Elementary School,E,Harris County,465,28.6,10,7,80,0,0,7
Harris County,Harris County,New Mountain Hill Elementary School,E,Harris County,453,29.58,9,6,77,0,0.9,0
Harris County,Harris County,Harris County High School,H,Harris County,1665,31.59,17,6,72,0,0.2,172
Harris County,Harris County,Harris County Carver Middle School,M,Harris County,808,34.53,16,6,71,0,0.2,131
Hart County,Hart County,North Hart Elementary School,E,Hart County,569,59.05,9,10,74,0,3.5,35
Hart County,Hart County,Hart County Middle School,M,Hart County,836,58.97,21,9,65,1,1.3,154
Hart County,Hart County,South Hart Elementary School,E,Hart County,538,62.83,20,9,64,1,5.9,10
Hart County,Hart County,Hart County High School,H,Hart County,1012,52.96,25,8,62,0,1.2,140
Hart County,Hart County,Hartwell Elementary School,E,Hart County,474,68.99,43,4,47,0,1.3,104
Heard County,Heard County,Heard County Middle School,M,Heard County,481,58.84,7,3,83,0,0.6,68
Heard County,Heard County,Heard Elementary School,E,Heard County,1703,67.33,8,4,82,0,0.7,21
Heard County,Heard County,Heard County High School,H,Heard County,593,57.17,11,3,81,0,0.2,81
Heard County,Heard County,Centralhatchee Elementary School,E,Heard County,174,49.43,3,2,91,0,1.1,4
Heard County,Heard County,Ephesus Elementary School,E,Heard County,134,50.75,0,1,93,0,0,2
Henry County,Henry County,Ola Elementary School,E,Henry County,982,28.31,25,7,61,0,0.4,15
Henry County,Henry County,Union Grove High,H,Henry County,1547,21.78,35,6,50,0,0.1,114
Henry County,Henry County,Luella High School,H,Henry County,1244,44.13,67,11,13,0,1.2,166
Henry County,Henry County,Dutchtown High,H,Henry County,1659,41.11,76,7,5,0,1,174
Henry County,Henry County,Luella Elementary School,E,Henry County,661,53.4,65,12,14,0,1.4,43
Henry County,Henry County,Dutchtown Elementary School,E,Henry County,773,42.3,72,8,7,0,3.9,64
Henry County,Henry County,Woodland Elementary School,E,Henry County,1671,53.25,51,11,27,0,1.7,62
Henry County,Henry County,Cotton Indian Elementary School,E,Henry County,663,70.29,49,16,27,0,1.8,100
Henry County,Henry County,Wesley Lakes Elementary School,E,Henry County,766,77.02,79,10,4,0,2.9,82
Henry County,Henry County,Pate's Creek Elementary School,E,Henry County,553,60.4,64,12,12,0,2.5,56
Henry County,Henry County,Pleasant Grove Elementary School,E,Henry County,903,65.32,47,14,25,0,4.4,75
Henry County,Henry County,Mount Carmel Elementary School,E,Henry County,1047,58.14,54,12,28,0,3.4,20
Henry County,Henry County,East Lake Elementary,E,Henry County,650,25.69,38,5,44,0,1.8,32
Henry County,Henry County,Dutchtown Middle School,M,Henry County,1173,50.64,75,9,5,0,2.2,96
Henry County,Henry County,Timber Ridge Elementary School,E,Henry County,1145,27.56,35,7,50,0,2.1,3
Henry County,Henry County,Walnut Creek Elementary,E,Henry County,636,65.72,66,14,12,0,2.5,50
Henry County,Henry County,Bethlehem Elementary School,E,Henry County,1161,39.82,63,8,19,0,0.9,85
Henry County,Henry County,Rocky Creek Elementary,E,Henry County,679,53.46,52,10,32,0,1.8,63
Henry County,Henry County,Locust Grove Middle,M,Henry County,1039,47.83,29,9,57,0,0.2,165
Henry County,Henry County,Locust Grove High,H,Henry County,1436,36.84,26,9,60,0,0.3,67
Henry County,Henry County,Hampton Middle School,M,Henry County,949,59.01,56,11,28,0,1.1,126
Henry County,Henry County,Oakland Elementary School,E,Henry County,685,80.44,72,15,5,0,6.3,199
Henry County,Henry County,Austin Road Elementary School,E,Henry County,339,67.26,67,12,14,0,1.8,46
Henry County,Henry County,Stockbridge High School,H,Henry County,1485,59.66,73,13,9,0,0.6,197
Henry County,Henry County,Hickory Flat Elementary School,E,Henry County,1262,55.86,70,9,7,0,1.1,55
Henry County,Henry County,Unity Grove Elementary School,E,Henry County,781,45.2,18,9,68,0,1.9,91
Henry County,Henry County,Ola High School,H,Henry County,1656,23.37,23,6,68,0,0.1,127
Henry County,Henry County,Woodland Middle School,M,Henry County,1668,53.67,56,12,25,0,0.7,122
Henry County,Henry County,Hampton High School,H,Henry County,1197,52.38,58,11,27,0,0.6,113
Henry County,Henry County,Eagle's Landing High School,H,Henry County,1438,50.56,74,10,7,0,0.5,288
Henry County,Henry County,Eagle's Landing Middle School,M,Henry County,1070,63.27,73,11,9,0,0.6,165
Henry County,Henry County,Austin Road Middle School,M,Henry County,651,65.75,80,9,8,0,0.8,98
Henry County,Henry County,Red Oak Elementary School,E,Henry County,746,56.3,69,12,3,0,5.4,89
Henry County,Henry County,New Hope Elementary,E,Henry County,708,34.18,11,7,75,0,1.6,47
Henry County,Henry County,Woodland High School,H,Henry County,2993,44.4,61,10,22,0,0.7,132
Henry County,Henry County,Tussahaw Elementary,E,Henry County,798,73.43,75,8,11,0,1.4,82
Henry County,Henry County,Flippen Elementary School,E,Henry County,653,50.38,55,13,21,0,2.1,124
Henry County,Henry County,Ola Middle School,M,Henry County,1255,27.73,23,7,65,0,0,82
Henry County,Henry County,Rock Spring Elementary,E,Henry County,800,31.63,15,7,72,0,0.6,31
Henry County,Henry County,Luella Middle School,M,Henry County,936,51.39,73,9,10,0,0.5,98
Henry County,Henry County,Union Grove Middle,M,Henry County,1040,27.12,41,7,41,0,0.4,106
Henry County,Henry County,EXCEL Academy,H,Henry County,131,57.25,69,5,21,0,0,132
Henry County,Henry County,Fairview Elementary School,E,Henry County,976,68.47,74,18,4,0,5,69
Henry County,Henry County,Hampton Elementary School,E,Henry County,356,70.22,40,19,32,0,5.6,43
Henry County,Henry County,Smith-Barnes Elementary School,E,Henry County,313,81.15,62,26,5,0,10.2,41
Henry County,Henry County,Henry County High School,H,Henry County,1070,94.35,80,9,7,0,0.8,226
Henry County,Henry County,Stockbridge Elementary School,E,Henry County,539,73.65,59,25,9,0,10,78
Henry County,Henry County,Henry County Middle School,M,Henry County,776,91.74,79,10,6,0,0.9,134
Henry County,Henry County,Locust Grove Elementary School,E,Henry County,407,64.62,45,15,32,0,1.5,53
Henry County,Henry County,Stockbridge Middle School,M,Henry County,720,72.78,57,18,17,0,2.8,220
Houston County,Houston County,Eagle Springs Elementary,E,Houston County,727,56.26,36,12,39,0,9.4,49
Houston County,Houston County,C. B. Watson Primary School,E,Houston County,434,90.21,60,14,15,0,6.7,18
Houston County,Houston County,Lake Joy Primary School,E,Houston County,626,29.07,22,15,47,0,10.1,25
Houston County,Houston County,David A. Perdue Primary,E,Houston County,628,42.2,30,10,46,0,3.7,12
Houston County,Houston County,Huntington Middle School,M,Houston County,818,88.51,60,11,22,0,2.1,190
Houston County,Houston County,Mossy Creek Middle School,M,Houston County,734,29.02,24,8,59,0,1.8,63
Houston County,Houston County,Veterans High School,H,Houston County,1659,27.06,26,7,60,0,0,57
Houston County,Houston County,Houston County Crossroads Center,H,Houston County,137,90.17,64,7,23,0,0,305
Houston County,Houston County,Langston Road Elementary School,E,Houston County,739,41.27,21,7,64,0,3.2,64
Houston County,Houston County,Pearl Stephens Elementary School,E,Houston County,446,83.9,64,14,16,1,6.3,57
Houston County,Houston County,Northside Elementary School,E,Houston County,2113,68.28,63,7,24,0,0,53
Houston County,Houston County,Houston County High School,H,Houston County,1905,27.51,28,9,50,0,1.8,28
Houston County,Houston County,Perdue Elementary School,E,Houston County,661,27.82,34,8,48,0,2,14
Houston County,Houston County,Quail Run Elementary School,E,Houston County,686,44.02,26,10,52,0,3.5,14
Houston County,Houston County,Feagin Mill Middle School,M,Houston County,935,37.54,36,7,42,0,0,53
Houston County,Houston County,Matthew Arthur Elementary School,E,Houston County,737,29.17,23,8,61,0,0,8
Houston County,Houston County,Perry Middle School,M,Houston County,864,51.5,36,5,53,0,0,82
Houston County,Houston County,Thomson Middle School,M,Houston County,779,68.55,48,10,31,0,0,154
Houston County,Houston County,Lake Joy Elementary School,E,Houston County,620,28.23,25,10,47,0,7.7,30
Houston County,Houston County,Bonaire Middle School,M,Houston County,1041,27.47,22,8,62,0,0,54
Houston County,Houston County,Hilltop Elementary School,E,Houston County,651,45.62,23,8,61,0,0.2,82
Houston County,Houston County,Bonaire Elementary School,E,Houston County,811,24.17,17,7,68,0,0,16
Houston County,Houston County,Northside Middle School,M,Houston County,899,62.13,54,13,26,0,3.8,387
Houston County,Houston County,Perry High School,H,Houston County,1367,47.11,34,5,56,0,0,173
Houston County,Houston County,Centerville Elementary School,E,Houston County,1288,68.82,37,11,45,0,2.9,186
Houston County,Houston County,Northside High School,H,Houston County,3322,64.92,50,11,31,0,1.8,252
Houston County,Houston County,Morningside Elementary School,E,Houston County,1810,45.19,66,4,23,0,0,103
Houston County,Houston County,Westside Elementary School,E,Houston County,3186,63.72,58,20,15,0,13.5,89
Houston County,Houston County,Parkwood Elementary School,E,Houston County,623,81.8,63,16,14,0,9.3,82
Houston County,Houston County,Tucker Elementary School,E,Houston County,442,34.54,34,4,56,0,0,19
Houston County,Houston County,Kings Chapel Elementary School,E,Houston County,500,36,16,6,74,0,0,37
Houston County,Houston County,Lindsey Elementary School,E,Houston County,227,91.2,70,21,5,0,13.7,57
Houston County,Houston County,Russell Elementary School,E,Houston County,1253,52.23,41,13,35,0,9.1,21
Houston County,Houston County,Warner Robins High School,H,Houston County,1612,64.45,54,11,28,0,2.6,136
Houston County,Houston County,Miller Elementary School,E,Houston County,491,77.19,55,13,24,0,6.1,41
Houston County,Houston County,Shirley Hills Elementary School,E,Houston County,496,68.82,43,6,41,0,0,47
Houston County,Houston County,Warner Robins Middle School,M,Houston County,835,50.12,44,13,34,0,1.7,230
Irwin County,Irwin County,Irwin County Middle School,M,Irwin County,417,76.26,34,6,59,1,0,38
Irwin County,Irwin County,Irwin County Elementary School,E,Irwin County,736,87.91,31,5,60,0,0,11
Irwin County,Irwin County,Irwin County High School,H,Irwin County,474,76.37,32,5,61,0,0,53
Jackson County,Jackson County,West Jackson Elementary School,E,Jackson County,880,37.16,6,15,68,0,7.6,78
Jackson County,Jackson County,East Jackson Elementary School,E,Jackson County,635,62.68,5,18,73,1,10.4,41
Jackson County,Jackson County,East Jackson Comprehensive High School,H,Jackson County,1250,57.44,8,19,68,0,2,184
Jackson County,Jackson County,Jackson County Comprehensive High School,H,Jackson County,684,29.97,3,5,88,2,0.7,142
Jackson County,Jackson County,East Jackson Middle School,M,Jackson County,555,67.57,7,17,71,1,3.4,53
Jackson County,Jackson County,Gum Springs Elementary School,E,Jackson County,796,23.49,2,7,82,0,4.3,32
Jackson County,Jackson County,West Jackson Middle School,M,Jackson County,1084,32.84,5,12,77,0,2.4,119
Jackson County,Jackson County,Maysville Elementary School,E,Jackson County,317,81.39,5,17,72,1,12.3,66
Jackson County,Jackson County,North Jackson Elementary School,E,Jackson County,341,51.03,6,17,65,1,10,32
Jackson County,Jackson County,South Jackson Elementary School,E,Jackson County,535,64.67,8,19,67,0,13.3,183
Jasper County,Jasper County,Washington Park Elementary School,E,Jasper County,530,68.87,25,7,63,0,5.1,19
Jasper County,Jasper County,Jasper County High School,H,Jasper County,670,55.37,23,7,67,0,1.2,46
Jasper County,Jasper County,Jasper County Primary School,E,Jasper County,507,87.77,19,7,68,1,4.9,0
Jasper County,Jasper County,Jasper County Middle School,M,Jasper County,555,64.14,23,7,65,0,1.3,133
Jeff Davis County,Jeff Davis County,Jeff Davis Primary School,E,Jeff Davis County,695,84.6,13,25,57,2,19.6,99
Jeff Davis County,Jeff Davis County,Jeff Davis Middle School,M,Jeff Davis County,682,84.6,12,23,62,3,4.8,147
Jeff Davis County,Jeff Davis County,Jeff Davis Elementary School,E,Jeff Davis County,679,84.68,15,23,59,3,14.1,52
Jeff Davis County,Jeff Davis County,Jeff Davis High School,H,Jeff Davis County,863,55.04,15,21,62,1,3.7,87
Jefferson County,Jefferson County,Jefferson County High School,H,Jefferson County,781,59.89,68,4,25,0,0.9,170
Jefferson County,Jefferson County,Louisville Middle School,M,Jefferson County,288,87.56,80,8,11,0,1,24
Jefferson County,Jefferson County,Wrens Middle School,M,Jefferson County,231,77.9,56,9,32,0,0.9,30
Jefferson County,Jefferson County,Carver Elementary School,E,Jefferson County,190,92.83,85,5,8,0,4.2,7
Jefferson County,Jefferson County,Louisville Academy,E,Jefferson County,414,90.19,74,6,18,0,1.4,4
Jefferson County,Jefferson County,Wrens Elementary School,E,Jefferson County,450,92.73,56,12,29,0,4.4,1
Jenkins County,Jenkins County,Jenkins County Middle School,M,Jenkins County,270,65.49,53,7,39,0,0.7,57
Jenkins County,Jenkins County,Jenkins County High School,H,Jenkins County,305,58.59,58,3,37,0,0,48
Jenkins County,Jenkins County,Jenkins County Elementary School,E,Jenkins County,518,92.91,51,10,36,1,8.3,17
Johnson County,Johnson County,Johnson County Middle School,M,Johnson County,270,90.37,41,3,54,0,0,70
Johnson County,Johnson County,Johnson County Elementary School,E,Johnson County,455,90.11,41,4,52,0,0,1
Johnson County,Johnson County,Johnson County High School,H,Johnson County,353,90.08,42,3,52,0,0,118
Jones County,Jones County,Clifton Ridge Middle School,M,Jones County,600,59.83,35,1,60,0,0,49
Jones County,Jones County,Mattie Wells Elementary School,E,Jones County,611,72.01,37,1,58,0,0.5,27
Jones County,Jones County,Gray Station Middle School,M,Jones County,664,40.81,21,2,74,0,0,19
Jones County,Jones County,Turner Woods Elementary School,E,Jones County,556,43.71,12,3,82,0,0,6
Jones County,Jones County,Jones County High School,H,Jones County,1548,37.53,26,2,69,0,0,79
Jones County,Jones County,Dames Ferry Elementary School,E,Jones County,535,42.99,15,2,79,0,0.4,0
Jones County,Jones County,Gray Elementary School,E,Jones County,522,47.7,29,1,63,0,0,11
Lamar County,Lamar County,Lamar County Elementary School,E,Lamar County,597,74.71,35,3,57,0,0.2,73
Lamar County,Lamar County,Lamar County High School,H,Lamar County,751,55.53,33,3,60,0,0.7,83
Lamar County,Lamar County,Lamar County Middle School,M,Lamar County,608,60.03,30,4,60,0,0.3,142
Lamar County,Lamar County,Lamar County Primary School,E,Lamar County,580,90.86,32,2,59,0,1.2,10
Lanier County,Lanier County,Lanier County Middle School,M,Lanier County,373,66.34,28,7,61,2,2.4,110
Lanier County,Lanier County,Lanier County Elementary School,E,Lanier County,458,35.19,26,7,60,1,1.5,112
Lanier County,Lanier County,Lanier County High School,H,Lanier County,435,76.37,27,8,61,1,0.9,43
Lanier County,Lanier County,Lanier County Primary School,E,Lanier County,370,48.28,22,7,65,2,0.8,62
Laurens County,Laurens County,Southwest Laurens Elementary,E,Laurens County,926,84.99,21,4,72,1,3.1,76
Laurens County,Laurens County,East Laurens Primary School,E,Laurens County,547,85.01,41,7,48,0,4.9,72
