Georgia Department of Education
FTE Enrollment by Race/Ethnicity and Gender - Fiscal Year 2019-1 Data Report
"October 2, 2018 (FTE 2019-1)"
 
System ID, System Name,School ID,  Gender,  Ethnic Hispanic,  Race AmericanIndian,  Race Asian,  Race Black,  Race Pacific Islander,  Race White,  Two or more Races 
"631","Clayton County","5060-Swint Elementary School","Total","173","*","*","534","*","*","*"
"632","Clinch County","0101-Clinch County Elementary School","Female","15","*","*","106","*","142","17"
"632","Clinch County","0101-Clinch County Elementary School","Male","15","*","*","117","*","165","*"
"632","Clinch County","0101-Clinch County Elementary School","Total","30","*","*","223","*","307","*"
"632","Clinch County","0201-Clinch County Middle School","Female","*","*","*","53","*","75","*"
"632","Clinch County","0201-Clinch County Middle School","Male","*","*","*","43","*","87","*"
"632","Clinch County","0201-Clinch County Middle School","Total","*","*","*","96","*","162","*"
"632","Clinch County","1050-Clinch County High School","Female","*","*","*","79","*","121","*"
"632","Clinch County","1050-Clinch County High School","Male","*","*","*","78","*","146","*"
"632","Clinch County","1050-Clinch County High School","Total","*","*","*","157","*","267","*"
"633","Cobb County","0101-Kennesaw Mountain High School","Female","156","*","85","265","*","357","46"
"633","Cobb County","0101-Kennesaw Mountain High School","Male","177","*","71","251","*","456","28"
"633","Cobb County","0101-Kennesaw Mountain High School","Total","333","*","156","516","*","813","74"
"633","Cobb County","0102-City View Elementary School","Female","257","*","*","261","*","*","*"
"633","Cobb County","0102-City View Elementary School","Male","272","*","*","279","*","*","*"
"633","Cobb County","0102-City View Elementary School","Total","529","*","*","540","*","*","*"
"633","Cobb County","0103-Kell High School","Female","124","*","21","137","*","388","39"
"633","Cobb County","0103-Kell High School","Male","133","*","18","172","*","441","45"
"633","Cobb County","0103-Kell High School","Total","257","*","39","309","*","829","84"
"633","Cobb County","0104-Bullard Elementary School","Female","62","*","22","52","*","230","19"
"633","Cobb County","0104-Bullard Elementary School","Male","53","*","17","50","*","276","21"
"633","Cobb County","0104-Bullard Elementary School","Total","115","*","39","102","*","506","40"
"633","Cobb County","0107-McCall Primary School","Female","43","*","*","53","*","58","16"
"633","Cobb County","0107-McCall Primary School","Male","35","*","*","46","*","70","*"
"633","Cobb County","0107-McCall Primary School","Total","78","*","*","99","*","128","*"
"633","Cobb County","0109-Pickett's Mill Elementary","Female","42","*","*","37","*","263","*"
"633","Cobb County","0109-Pickett's Mill Elementary","Male","42","*","*","42","*","257","*"
"633","Cobb County","0109-Pickett's Mill Elementary","Total","84","*","*","79","*","520","*"
"633","Cobb County","0114-East Side Elementary School","Female","32","*","157","23","*","379","19"
"633","Cobb County","0114-East Side Elementary School","Male","47","*","152","24","*","388","17"
"633","Cobb County","0114-East Side Elementary School","Total","79","*","309","47","*","767","36"
"633","Cobb County","0117-Clarkdale Elementary School","Female","115","*","*","204","*","37","*"
"633","Cobb County","0117-Clarkdale Elementary School","Male","117","*","*","225","*","37","*"
"633","Cobb County","0117-Clarkdale Elementary School","Total","232","*","*","429","*","74","*"
"633","Cobb County","0118-Mableton Elementary School","Female","234","*","*","184","*","68","16"
"633","Cobb County","0118-Mableton Elementary School","Male","256","*","*","199","*","64","16"
"633","Cobb County","0118-Mableton Elementary School","Total","490","*","*","383","*","132","32"
"633","Cobb County","0173-Birney Elementary School","Female","181","*","16","171","*","24","*"
"633","Cobb County","0173-Birney Elementary School","Male","193","*","*","169","*","22","*"
"633","Cobb County","0173-Birney Elementary School","Total","374","*","*","340","*","46","*"
"633","Cobb County","0175-Walton High School","Female","85","*","264","80","*","840","29"
"633","Cobb County","0175-Walton High School","Male","76","*","284","83","*","906","33"
"633","Cobb County","0175-Walton High School","Total","161","*","548","163","*","1746","62"
"633","Cobb County","0178-Mabry Middle School","Female","44","*","41","43","*","306","31"
"633","Cobb County","0178-Mabry Middle School","Male","44","*","34","55","*","323","26"
"633","Cobb County","0178-Mabry Middle School","Total","88","*","75","98","*","629","57"
"633","Cobb County","0180-Still Elementary School","Female","40","*","16","93","*","177","17"
"633","Cobb County","0180-Still Elementary School","Male","53","*","*","103","*","202","24"
"633","Cobb County","0180-Still Elementary School","Total","93","*","*","196","*","379","41"
"633","Cobb County","0181-Tritt Elementary School","Female","24","*","26","19","*","343","19"
"633","Cobb County","0181-Tritt Elementary School","Male","25","*","28","15","*","400","17"
"633","Cobb County","0181-Tritt Elementary School","Total","49","*","54","34","*","743","36"
"633","Cobb County","0184-McCleskey Middle School","Female","63","*","*","58","*","190","*"
"633","Cobb County","0184-McCleskey Middle School","Male","58","*","*","68","*","199","*"
"633","Cobb County","0184-McCleskey Middle School","Total","121","*","*","126","*","389","*"
"633","Cobb County","0185-Garrison Mill Elementary School","Female","27","*","*","20","*","259","16"
"633","Cobb County","0185-Garrison Mill Elementary School","Male","23","*","20","29","*","254","*"
"633","Cobb County","0185-Garrison Mill Elementary School","Total","50","*","*","49","*","513","*"
"633","Cobb County","0187-Keheley Elementary School","Female","43","*","*","24","*","148","*"
"633","Cobb County","0187-Keheley Elementary School","Male","28","*","*","33","*","164","*"
"633","Cobb County","0187-Keheley Elementary School","Total","71","*","*","57","*","312","*"
"633","Cobb County","0188-Pope High School","Female","58","*","60","55","*","734","32"
"633","Cobb County","0188-Pope High School","Male","58","*","70","51","*","787","32"
"633","Cobb County","0188-Pope High School","Total","116","*","130","106","*","1521","64"
"633","Cobb County","0189-Baker Elementary School","Female","68","*","28","130","*","136","26"
"633","Cobb County","0189-Baker Elementary School","Male","77","*","35","153","*","140","37"
"633","Cobb County","0189-Baker Elementary School","Total","145","*","63","283","*","276","63"
"633","Cobb County","0190-Dowell Elementary School","Female","187","*","17","192","*","65","21"
"633","Cobb County","0190-Dowell Elementary School","Male","190","*","15","199","*","74","24"
"633","Cobb County","0190-Dowell Elementary School","Total","377","*","32","391","*","139","45"
"633","Cobb County","0191-Varner Elementary School","Female","65","*","*","240","*","68","*"
"633","Cobb County","0191-Varner Elementary School","Male","62","*","*","249","*","68","16"
"633","Cobb County","0191-Varner Elementary School","Total","127","*","*","489","*","136","*"
"633","Cobb County","0192-Harrison High School","Female","63","*","37","160","*","923","33"
"633","Cobb County","0192-Harrison High School","Male","74","*","29","158","*","853","28"
"633","Cobb County","0192-Harrison High School","Total","137","*","66","318","*","1776","61"
"633","Cobb County","0194-Hayes Elementary School","Female","98","*","20","175","*","124","15"
"633","Cobb County","0194-Hayes Elementary School","Male","102","*","23","163","*","148","20"
"633","Cobb County","0194-Hayes Elementary School","Total","200","*","43","338","*","272","35"
"633","Cobb County","0197-Vaughan Elementary School","Female","34","*","16","79","*","246","16"
"633","Cobb County","0197-Vaughan Elementary School","Male","25","*","*","60","*","252","19"
"633","Cobb County","0197-Vaughan Elementary School","Total","59","*","*","139","*","498","35"
"633","Cobb County","0198-Chalker Elementary School","Female","47","*","20","88","*","165","26"
"633","Cobb County","0198-Chalker Elementary School","Male","61","*","18","74","*","161","21"
"633","Cobb County","0198-Chalker Elementary School","Total","108","*","38","162","*","326","47"
"633","Cobb County","0199-Nickajack Elementary School","Female","42","*","29","304","*","117","30"
"633","Cobb County","0199-Nickajack Elementary School","Male","47","*","30","368","*","157","36"
"633","Cobb County","0199-Nickajack Elementary School","Total","89","*","59","672","*","274","66"
"633","Cobb County","0202-Lindley Middle School","Female","220","*","*","302","*","*","*"
"633","Cobb County","0202-Lindley Middle School","Male","213","*","*","322","*","*","*"
"633","Cobb County","0202-Lindley Middle School","Total","433","*","*","624","*","*","*"
"633","Cobb County","0203-Kemp Elementary School","Female","38","*","*","128","*","254","22"
"633","Cobb County","0203-Kemp Elementary School","Male","54","*","*","126","*","279","36"
"633","Cobb County","0203-Kemp Elementary School","Total","92","*","*","254","*","533","58"
"633","Cobb County","0204-Pitner Elementary School","Female","75","*","*","120","*","156","37"
"633","Cobb County","0204-Pitner Elementary School","Male","78","*","20","131","*","208","39"
"633","Cobb County","0204-Pitner Elementary School","Total","153","*","*","251","*","364","76"
"633","Cobb County","0207-Austell Elementary School","Female","55","*","*","145","*","26","*"
"633","Cobb County","0207-Austell Elementary School","Male","52","*","*","135","*","24","17"
"633","Cobb County","0207-Austell Elementary School","Total","107","*","*","280","*","50","*"
"633","Cobb County","0209-Allatoona High School","Female","86","*","29","165","*","535","32"
"633","Cobb County","0209-Allatoona High School","Male","88","*","28","171","*","560","31"
"633","Cobb County","0209-Allatoona High School","Total","174","*","57","336","*","1095","63"
"633","Cobb County","0214-Smyrna Elementary School","Female","152","*","*","217","*","103","27"
"633","Cobb County","0214-Smyrna Elementary School","Male","160","*","*","212","*","133","31"
"633","Cobb County","0214-Smyrna Elementary School","Total","312","*","*","429","*","236","58"
"633","Cobb County","0273-Kincaid Elementary School","Female","59","*","35","33","*","161","15"
"633","Cobb County","0273-Kincaid Elementary School","Male","54","*","42","50","*","213","15"
"633","Cobb County","0273-Kincaid Elementary School","Total","113","*","77","83","*","374","30"
"633","Cobb County","0275-Dodgen Middle School","Female","30","*","141","33","*","380","25"
"633","Cobb County","0275-Dodgen Middle School","Male","43","*","136","35","*","409","20"
"633","Cobb County","0275-Dodgen Middle School","Total","73","*","277","68","*","789","45"
"633","Cobb County","0278-Mount Bethel Elementary School","Female","25","*","76","*","*","427","19"
"633","Cobb County","0278-Mount Bethel Elementary School","Male","28","*","91","*","*","409","16"
"633","Cobb County","0278-Mount Bethel Elementary School","Total","53","*","167","*","*","836","35"
"633","Cobb County","0280-Pine Mountain Middle School","Female","72","*","*","137","*","102","*"
"633","Cobb County","0280-Pine Mountain Middle School","Male","78","*","26","117","*","104","25"
"633","Cobb County","0280-Pine Mountain Middle School","Total","150","*","*","254","*","206","*"
"633","Cobb County","0281-Dickerson Middle School","Female","50","*","117","26","*","432","25"
"633","Cobb County","0281-Dickerson Middle School","Male","32","*","124","37","*","432","25"
"633","Cobb County","0281-Dickerson Middle School","Total","82","*","241","63","*","864","50"
"633","Cobb County","0287-Lewis Elementary School","Female","50","*","*","61","*","129","15"
"633","Cobb County","0287-Lewis Elementary School","Male","60","*","*","60","*","118","21"
"633","Cobb County","0287-Lewis Elementary School","Total","110","*","*","121","*","247","36"
"633","Cobb County","0288-Mountain View Elementary School","Female","47","*","51","29","*","248","31"
"633","Cobb County","0288-Mountain View Elementary School","Male","53","*","53","31","*","269","18"
"633","Cobb County","0288-Mountain View Elementary School","Total","100","*","104","60","*","517","49"
"633","Cobb County","0289-Addison Elementary School","Female","45","*","20","50","*","172","*"
"633","Cobb County","0289-Addison Elementary School","Male","60","*","22","47","*","154","*"
"633","Cobb County","0289-Addison Elementary School","Total","105","*","42","97","*","326","*"
"633","Cobb County","0290-Campbell Middle School","Female","306","*","23","345","*","66","20"
"633","Cobb County","0290-Campbell Middle School","Male","328","*","23","369","*","73","24"
"633","Cobb County","0290-Campbell Middle School","Total","634","*","46","714","*","139","44"
"633","Cobb County","0291-Shallowford Falls Elementary School","Female","21","*","36","33","*","244","*"
"633","Cobb County","0291-Shallowford Falls Elementary School","Male","33","*","26","37","*","264","*"
"633","Cobb County","0291-Shallowford Falls Elementary School","Total","54","*","62","70","*","508","*"
"633","Cobb County","0292-Ford Elementary School","Female","29","*","18","39","*","285","*"
"633","Cobb County","0292-Ford Elementary School","Male","27","*","20","26","*","354","15"
"633","Cobb County","0292-Ford Elementary School","Total","56","*","38","65","*","639","*"
"633","Cobb County","0294-Smitha Middle School","Female","292","*","*","181","*","23","17"
"633","Cobb County","0294-Smitha Middle School","Male","275","*","*","195","*","27","*"
"633","Cobb County","0294-Smitha Middle School","Total","567","*","*","376","*","50","*"
"633","Cobb County","0297-Frey Elementary School","Female","31","*","*","58","*","236","18"
"633","Cobb County","0297-Frey Elementary School","Male","47","*","15","86","*","276","28"
"633","Cobb County","0297-Frey Elementary School","Total","78","*","*","144","*","512","46"
"633","Cobb County","0298-Cheatham Hill Elementary School","Female","108","*","24","130","*","235","20"
"633","Cobb County","0298-Cheatham Hill Elementary School","Male","109","*","23","119","*","271","31"
"633","Cobb County","0298-Cheatham Hill Elementary School","Total","217","*","47","249","*","506","51"
"633","Cobb County","0299-Durham Middle School","Female","47","*","18","73","*","394","19"
"633","Cobb County","0299-Durham Middle School","Male","39","*","22","67","*","395","16"
"633","Cobb County","0299-Durham Middle School","Total","86","*","40","140","*","789","35"
"633","Cobb County","0302-Acworth Intermediate School","Female","80","*","*","131","*","98","15"
"633","Cobb County","0302-Acworth Intermediate School","Male","79","*","*","113","*","105","25"
"633","Cobb County","0302-Acworth Intermediate School","Total","159","*","*","244","*","203","40"
"633","Cobb County","0304-Kennesaw Charter School","Female","42","*","*","151","*","42","*"
"633","Cobb County","0304-Kennesaw Charter School","Male","31","*","*","160","*","41","*"
"633","Cobb County","0304-Kennesaw Charter School","Total","73","*","*","311","*","83","*"
"633","Cobb County","0307-Riverside Elementary School","Female","105","*","*","140","*","*","*"
"633","Cobb County","0307-Riverside Elementary School","Male","109","*","*","152","*","*","*"
"633","Cobb County","0307-Riverside Elementary School","Total","214","*","*","292","*","*","*"
"633","Cobb County","0309-Lindley 6th Grade Academy","Female","109","*","*","170","*","*","*"
"633","Cobb County","0309-Lindley 6th Grade Academy","Male","112","*","*","171","*","*","*"
"633","Cobb County","0309-Lindley 6th Grade Academy","Total","221","*","*","341","*","*","*"
"633","Cobb County","0373-Sprayberry High School","Female","184","*","65","231","*","326","41"
"633","Cobb County","0373-Sprayberry High School","Male","193","*","67","272","*","334","46"
"633","Cobb County","0373-Sprayberry High School","Total","377","*","132","503","*","660","87"
"633","Cobb County","0375-Murdock Elementary School","Female","43","*","82","31","*","305","*"
"633","Cobb County","0375-Murdock Elementary School","Male","44","*","77","34","*","322","*"
"633","Cobb County","0375-Murdock Elementary School","Total","87","*","159","65","*","627","*"
"633","Cobb County","0378-Rocky Mount Elementary School","Female","38","*","39","18","*","172","19"
"633","Cobb County","0378-Rocky Mount Elementary School","Male","26","*","31","29","*","202","23"
"633","Cobb County","0378-Rocky Mount Elementary School","Total","64","*","70","47","*","374","42"
"633","Cobb County","0381-Lassiter High School","Female","95","*","75","75","*","763","51"
"633","Cobb County","0381-Lassiter High School","Male","105","*","71","67","*","776","38"
"633","Cobb County","0381-Lassiter High School","Total","200","*","146","142","*","1539","89"
"633","Cobb County","0388-Davis Elementary School","Female","21","*","18","15","*","216","*"
"633","Cobb County","0388-Davis Elementary School","Male","26","*","33","20","*","241","*"
"633","Cobb County","0388-Davis Elementary School","Total","47","*","51","35","*","457","*"
"633","Cobb County","0389-Simpson Middle School","Female","63","*","44","45","*","274","22"
"633","Cobb County","0389-Simpson Middle School","Male","48","*","47","55","*","283","19"
"633","Cobb County","0389-Simpson Middle School","Total","111","*","91","100","*","557","41"
"633","Cobb County","0391-Nicholson Elementary School","Female","52","*","*","39","*","135","15"
"633","Cobb County","0391-Nicholson Elementary School","Male","65","*","*","38","*","130","*"
"633","Cobb County","0391-Nicholson Elementary School","Total","117","*","*","77","*","265","*"
"633","Cobb County","0394-Hightower Trail Middle School","Female","34","*","58","27","*","384","27"
"633","Cobb County","0394-Hightower Trail Middle School","Male","43","*","51","33","*","380","20"
"633","Cobb County","0394-Hightower Trail Middle School","Total","77","*","109","60","*","764","47"
"633","Cobb County","0397-Green Acres Elementary School","Female","245","*","*","52","*","*","*"
"633","Cobb County","0397-Green Acres Elementary School","Male","236","*","*","61","*","*","*"
"633","Cobb County","0397-Green Acres Elementary School","Total","481","*","*","113","*","*","*"
"633","Cobb County","0398-Sanders Elementary School","Female","80","*","*","206","*","32","*"
"633","Cobb County","0398-Sanders Elementary School","Male","81","*","*","240","*","35","*"
"633","Cobb County","0398-Sanders Elementary School","Total","161","*","*","446","*","67","*"
"633","Cobb County","0399-Blackwell Elementary School","Female","67","*","*","71","*","134","19"
"633","Cobb County","0399-Blackwell Elementary School","Male","85","*","30","58","*","175","22"
"633","Cobb County","0399-Blackwell Elementary School","Total","152","*","*","129","*","309","41"
"633","Cobb County","0402-Hendricks Elementary School","Female","59","*","*","197","*","45","*"
"633","Cobb County","0402-Hendricks Elementary School","Male","56","*","*","184","*","25","*"
"633","Cobb County","0402-Hendricks Elementary School","Total","115","*","*","381","*","70","*"
"633","Cobb County","0404-Kennesaw Elementary School","Female","47","*","*","79","*","125","26"
"633","Cobb County","0404-Kennesaw Elementary School","Male","69","*","16","88","*","161","15"
"633","Cobb County","0404-Kennesaw Elementary School","Total","116","*","*","167","*","286","41"
"633","Cobb County","0407-Barber Middle School","Female","91","*","*","177","*","152","16"
"633","Cobb County","0407-Barber Middle School","Male","102","*","17","177","*","140","26"
"633","Cobb County","0407-Barber Middle School","Total","193","*","*","354","*","292","42"
"633","Cobb County","0475-Tapp Middle School","Female","118","*","*","256","*","36","19"
"633","Cobb County","0475-Tapp Middle School","Male","136","*","*","313","*","54","16"
"633","Cobb County","0475-Tapp Middle School","Total","254","*","*","569","*","90","35"
"633","Cobb County","0478-Sope Creek Elementary School","Female","30","*","135","33","*","339","19"
"633","Cobb County","0478-Sope Creek Elementary School","Male","27","*","138","31","*","375","27"
"633","Cobb County","0478-Sope Creek Elementary School","Total","57","*","273","64","*","714","46"
"633","Cobb County","0489-Powder Springs Elementary School","Female","54","*","*","250","*","34","19"
"633","Cobb County","0489-Powder Springs Elementary School","Male","69","*","*","254","*","43","*"
"633","Cobb County","0489-Powder Springs Elementary School","Total","123","*","*","504","*","77","*"
"633","Cobb County","0491-Timber Ridge Elementary School","Female","22","*","41","*","*","186","*"
"633","Cobb County","0491-Timber Ridge Elementary School","Male","*","*","33","15","*","214","*"
"633","Cobb County","0491-Timber Ridge Elementary School","Total","*","*","74","*","*","400","*"
"633","Cobb County","0499-Lost Mountain Middle School","Female","32","*","17","89","*","365","21"
"633","Cobb County","0499-Lost Mountain Middle School","Male","35","*","*","82","*","369","30"
"633","Cobb County","0499-Lost Mountain Middle School","Total","67","*","*","171","*","734","51"
"633","Cobb County","0502-Cooper Middle School","Female","115","*","*","341","*","30","16"
"633","Cobb County","0502-Cooper Middle School","Male","97","*","*","381","*","50","*"
"633","Cobb County","0502-Cooper Middle School","Total","212","*","*","722","*","80","*"
"633","Cobb County","0504-Big Shanty Elementary School","Female","61","*","16","82","*","90","16"
"633","Cobb County","0504-Big Shanty Elementary School","Male","63","*","*","70","*","109","24"
"633","Cobb County","0504-Big Shanty Elementary School","Total","124","*","*","152","*","199","40"
"633","Cobb County","0507-McClure Middle School","Female","86","*","23","86","*","336","30"
"633","Cobb County","0507-McClure Middle School","Male","77","*","20","97","*","331","27"
"633","Cobb County","0507-McClure Middle School","Total","163","*","43","183","*","667","57"
"633","Cobb County","0592-Bryant Elementary School","Female","154","*","*","346","*","*","*"
"633","Cobb County","0592-Bryant Elementary School","Male","160","*","*","309","*","*","*"
"633","Cobb County","0592-Bryant Elementary School","Total","314","*","*","655","*","*","*"
"633","Cobb County","0602-Palmer Middle School","Female","84","*","18","126","*","204","18"
"633","Cobb County","0602-Palmer Middle School","Male","96","*","*","132","*","177","26"
"633","Cobb County","0602-Palmer Middle School","Total","180","*","*","258","*","381","44"
"633","Cobb County","0607-Lovinggood Middle School","Female","87","*","29","226","*","314","43"
"633","Cobb County","0607-Lovinggood Middle School","Male","93","*","30","234","*","319","32"
"633","Cobb County","0607-Lovinggood Middle School","Total","180","*","59","460","*","633","75"
"633","Cobb County","0707-Hillgrove High School","Female","124","*","47","400","*","547","57"
"633","Cobb County","0707-Hillgrove High School","Male","126","*","29","439","*","573","51"
"633","Cobb County","0707-Hillgrove High School","Total","250","*","76","839","*","1120","108"
"633","Cobb County","0807-Devereux Ackerman Academy","Female","*","*","*","32","*","*","*"
"633","Cobb County","0807-Devereux Ackerman Academy","Male","*","*","*","20","*","16","*"
"633","Cobb County","0807-Devereux Ackerman Academy","Total","*","*","*","52","*","*","*"
"633","Cobb County","0808-Cobb Horizon High School","Female","42","*","*","32","*","32","*"
"633","Cobb County","0808-Cobb Horizon High School","Male","40","*","*","39","*","39","*"
"633","Cobb County","0808-Cobb Horizon High School","Total","82","*","*","71","*","71","*"
"633","Cobb County","1052-Belmont Hills Elementary School","Female","108","*","*","28","*","15","*"
"633","Cobb County","1052-Belmont Hills Elementary School","Male","138","*","*","30","*","16","*"
"633","Cobb County","1052-Belmont Hills Elementary School","Total","246","*","*","58","*","31","*"
"633","Cobb County","1054-Campbell High School","Female","482","*","76","619","*","293","62"
"633","Cobb County","1054-Campbell High School","Male","473","*","52","546","*","246","40"
"633","Cobb County","1054-Campbell High School","Total","955","*","128","1165","*","539","102"
"633","Cobb County","1056-East Cobb Middle School","Female","163","*","31","281","*","138","24"
"633","Cobb County","1056-East Cobb Middle School","Male","191","*","29","296","*","172","29"
"633","Cobb County","1056-East Cobb Middle School","Total","354","*","60","577","*","310","53"
"633","Cobb County","1060-Garrett Middle School","Female","146","*","*","227","*","34","*"
"633","Cobb County","1060-Garrett Middle School","Male","142","*","*","268","*","41","*"
"633","Cobb County","1060-Garrett Middle School","Total","288","*","*","495","*","75","*"
"633","Cobb County","1064-McEachern High School","Female","210","*","*","805","*","92","39"
"633","Cobb County","1064-McEachern High School","Male","228","*","*","829","*","110","48"
"633","Cobb County","1064-McEachern High School","Total","438","*","*","1634","*","202","87"
"633","Cobb County","1066-Norton Park Elementary School","Female","202","*","*","138","*","23","*"
"633","Cobb County","1066-Norton Park Elementary School","Male","268","*","*","158","*","35","*"
"633","Cobb County","1066-Norton Park Elementary School","Total","470","*","*","296","*","58","*"
"633","Cobb County","1067-Powers Ferry Elementary School","Female","101","*","*","77","*","20","*"
"633","Cobb County","1067-Powers Ferry Elementary School","Male","88","*","*","99","*","21","*"
"633","Cobb County","1067-Powers Ferry Elementary School","Total","189","*","*","176","*","41","*"
"633","Cobb County","1069-Wheeler High School","Female","199","*","120","415","*","233","29"
"633","Cobb County","1069-Wheeler High School","Male","218","*","162","434","*","347","24"
"633","Cobb County","1069-Wheeler High School","Total","417","*","282","849","*","580","53"
"633","Cobb County","2050-Argyle Elementary School","Female","105","*","*","71","*","*","*"
"633","Cobb County","2050-Argyle Elementary School","Male","103","*","*","51","*","*","*"
"633","Cobb County","2050-Argyle Elementary School","Total","208","*","*","122","*","*","*"
"633","Cobb County","2056-North Cobb High School","Female","277","*","70","543","*","472","73"
"633","Cobb County","2056-North Cobb High School","Male","245","*","78","493","*","485","53"
"633","Cobb County","2056-North Cobb High School","Total","522","*","148","1036","*","957","126"
"633","Cobb County","2062-King Springs Elementary School","Female","54","*","58","176","*","246","28"
"633","Cobb County","2062-King Springs Elementary School","Male","49","*","53","174","*","234","39"
"633","Cobb County","2062-King Springs Elementary School","Total","103","*","111","350","*","480","67"
"633","Cobb County","2066-Osborne High School","Female","642","*","*","305","*","33","*"
"633","Cobb County","2066-Osborne High School","Male","719","*","20","316","*","41","18"
"633","Cobb County","2066-Osborne High School","Total","1361","*","*","621","*","74","*"
"633","Cobb County","2560-Griffin Middle School","Female","345","*","15","199","*","110","22"
"633","Cobb County","2560-Griffin Middle School","Male","361","*","*","220","*","109","24"
"633","Cobb County","2560-Griffin Middle School","Total","706","*","*","419","*","219","46"
"633","Cobb County","3054-Clay Elementary School","Female","72","*","*","91","*","*","*"
"633","Cobb County","3054-Clay Elementary School","Male","79","*","*","84","*","24","*"
"633","Cobb County","3054-Clay Elementary School","Total","151","*","*","175","*","*","*"
"633","Cobb County","3056-South Cobb High School","Female","280","*","*","621","*","65","30"
"633","Cobb County","3056-South Cobb High School","Male","267","*","18","588","*","80","21"
"633","Cobb County","3056-South Cobb High School","Total","547","*","*","1209","*","145","51"
"633","Cobb County","3058-Fair Oaks Elementary School","Female","333","*","*","36","*","18","*"
"633","Cobb County","3058-Fair Oaks Elementary School","Male","346","*","*","59","*","21","*"
"633","Cobb County","3058-Fair Oaks Elementary School","Total","679","*","*","95","*","39","*"
"633","Cobb County","3060-Harmony-Leland Elementary School","Female","70","*","*","196","*","33","*"
"633","Cobb County","3060-Harmony-Leland Elementary School","Male","78","*","*","188","*","32","*"
"633","Cobb County","3060-Harmony-Leland Elementary School","Total","148","*","*","384","*","65","*"
"633","Cobb County","3062-LaBelle Elementary School","Female","125","*","*","60","*","*","*"
"633","Cobb County","3062-LaBelle Elementary School","Male","152","*","*","36","*","*","*"
"633","Cobb County","3062-LaBelle Elementary School","Total","277","*","*","96","*","*","*"
"633","Cobb County","3064-Milford Elementary School","Female","100","*","*","70","*","*","*"
"633","Cobb County","3064-Milford Elementary School","Male","124","*","*","69","*","*","*"
"633","Cobb County","3064-Milford Elementary School","Total","224","*","*","139","*","*","*"
"633","Cobb County","3067-Russell Elementary School","Female","121","*","*","111","*","49","15"
"633","Cobb County","3067-Russell Elementary School","Male","111","*","*","144","*","66","15"
"633","Cobb County","3067-Russell Elementary School","Total","232","*","*","255","*","115","30"
"633","Cobb County","3556-Compton Elementary School","Female","66","*","*","150","*","21","*"
"633","Cobb County","3556-Compton Elementary School","Male","94","*","*","113","*","33","*"
"633","Cobb County","3556-Compton Elementary School","Total","160","*","*","263","*","54","*"
"633","Cobb County","4050-Awtrey Middle School","Female","59","*","18","132","*","149","23"
"633","Cobb County","4050-Awtrey Middle School","Male","72","*","26","123","*","166","23"
"633","Cobb County","4050-Awtrey Middle School","Total","131","*","44","255","*","315","46"
"633","Cobb County","4056-Daniell Middle School","Female","139","*","49","168","*","193","37"
"633","Cobb County","4056-Daniell Middle School","Male","116","*","34","152","*","157","25"
"633","Cobb County","4056-Daniell Middle School","Total","255","*","83","320","*","350","62"
"633","Cobb County","4066-Pebblebrook High School","Female","410","*","*","751","*","102","34"
"633","Cobb County","4066-Pebblebrook High School","Male","420","*","*","692","*","53","*"
"633","Cobb County","4066-Pebblebrook High School","Total","830","*","*","1443","*","155","*"
"633","Cobb County","4068-Teasley Elementary School","Female","32","*","104","227","*","96","*"
"633","Cobb County","4068-Teasley Elementary School","Male","28","*","126","185","*","106","*"
"633","Cobb County","4068-Teasley Elementary School","Total","60","*","230","412","*","202","*"
"633","Cobb County","4560-Hollydale Elementary School","Female","138","*","*","107","*","22","*"
"633","Cobb County","4560-Hollydale Elementary School","Male","147","*","*","120","*","30","*"
"633","Cobb County","4560-Hollydale Elementary School","Total","285","*","*","227","*","52","*"
"633","Cobb County","5050-Bells Ferry Elementary School","Female","82","*","48","103","*","113","*"
"633","Cobb County","5050-Bells Ferry Elementary School","Male","83","*","65","133","*","116","*"
"633","Cobb County","5050-Bells Ferry Elementary School","Total","165","*","113","236","*","229","*"
"633","Cobb County","5052-Brumby Elementary School","Female","112","*","18","260","*","36","23"
"633","Cobb County","5052-Brumby Elementary School","Male","118","*","28","299","*","35","23"
"633","Cobb County","5052-Brumby Elementary School","Total","230","*","46","559","*","71","46"
"633","Cobb County","5056-Due West Elementary School","Female","21","*","*","23","*","227","17"
"633","Cobb County","5056-Due West Elementary School","Male","21","*","16","19","*","194","19"
"633","Cobb County","5056-Due West Elementary School","Total","42","*","*","42","*","421","36"
"633","Cobb County","5058-Floyd Middle School","Female","179","*","*","227","*","40","17"
"633","Cobb County","5058-Floyd Middle School","Male","211","*","*","217","*","31","16"
"633","Cobb County","5058-Floyd Middle School","Total","390","*","*","444","*","71","33"
"633","Cobb County","5067-Sedalia Park Elementary School","Female","123","*","18","119","*","76","*"
"633","Cobb County","5067-Sedalia Park Elementary School","Male","143","*","16","132","*","83","*"
"633","Cobb County","5067-Sedalia Park Elementary School","Total","266","*","34","251","*","159","*"
"633","Cobb County","5068-Eastvalley Elementary School","Female","68","*","72","69","*","143","16"
"633","Cobb County","5068-Eastvalley Elementary School","Male","67","*","57","79","*","139","*"
"633","Cobb County","5068-Eastvalley Elementary School","Total","135","*","129","148","*","282","*"
"634","Coffee County","0100-Indian Creek Elementary","Female","73","*","*","56","*","229","*"
"634","Coffee County","0100-Indian Creek Elementary","Male","67","*","*","74","*","244","16"
